av_0,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,av_9,total runs average rewards,cum_0,cum_1,cum_2,cum_3,cum_4,cum_5,cum_6,cum_7,cum_8,cum_9,total runs cum rewards
0.0382,0.0389,0.0423,0.0364,0.0424,0.0397,0.0386,0.0386,0.0372,0.0333,0.038560000000000004,0.0382,0.0389,0.0423,0.0364,0.0424,0.0397,0.0386,0.0386,0.0372,0.0333,0.038560000000000004
0.04025,0.0417,0.0422,0.0367,0.0442,0.0403,0.0399,0.044,0.0387,0.0362,0.040415,0.08049999999999999,0.0834,0.0844,0.07339999999999999,0.0884,0.0806,0.07980000000000001,0.088,0.0774,0.0724,0.08083
0.041433333333333336,0.042333333333333334,0.0415,0.038766666666666665,0.045033333333333335,0.04003333333333333,0.0396,0.044333333333333336,0.038566666666666666,0.0371,0.040870000000000004,0.1243,0.127,0.1245,0.11629999999999999,0.1351,0.12010000000000001,0.11880000000000002,0.133,0.1157,0.11130000000000001,0.12261
0.0425,0.04325,0.0417,0.039025,0.0451,0.0403,0.04095,0.044475,0.039575,0.03865,0.0415525,0.16999999999999998,0.173,0.1668,0.1561,0.1804,0.1612,0.1638,0.1779,0.1583,0.15460000000000002,0.16621
0.0422,0.044,0.04132,0.03944,0.04524,0.04028,0.04068,0.04488,0.03968,0.03916,0.041688,0.211,0.21999999999999997,0.2066,0.1972,0.2262,0.20140000000000002,0.2034,0.2244,0.1984,0.19580000000000003,0.20844000000000001
0.04231666666666667,0.04426666666666667,0.0412,0.03933333333333333,0.0451,0.04078333333333333,0.040933333333333335,0.044533333333333334,0.03978333333333333,0.0393,0.041755,0.2539,0.26559999999999995,0.2472,0.236,0.2706,0.24470000000000003,0.24559999999999998,0.2672,0.2387,0.23580000000000004,0.25053000000000003
0.043,0.04447142857142857,0.040985714285714285,0.03905714285714286,0.04465714285714286,0.0407,0.04101428571428571,0.0444,0.04008571428571429,0.039857142857142855,0.04182285714285715,0.30100000000000005,0.31129999999999997,0.2869,0.2734,0.3126,0.28490000000000004,0.28709999999999997,0.31079999999999997,0.2806,0.279,0.29276
0.043325,0.0443625,0.0411,0.039025,0.04465,0.0407875,0.040375,0.0442,0.04025,0.0396375,0.041771249999999996,0.3466,0.3549,0.3288,0.3122,0.35719999999999996,0.32630000000000003,0.32299999999999995,0.35359999999999997,0.322,0.31710000000000005,0.33416999999999997
0.04308888888888889,0.04434444444444444,0.041055555555555553,0.03925555555555556,0.04454444444444444,0.04097777777777778,0.04044444444444444,0.04451111111111111,0.0408,0.040377777777777776,0.04194,0.38780000000000003,0.3991,0.3695,0.35329999999999995,0.4009,0.3688,0.36399999999999993,0.40059999999999996,0.3672,0.36340000000000006,0.37745999999999996
0.04302,0.04394,0.04094,0.03957,0.04458,0.04068,0.04054,0.04439,0.04069,0.04036,0.041871000000000005,0.4302,0.4394,0.4094,0.39569999999999994,0.4458,0.4068,0.4053999999999999,0.44389999999999996,0.40690000000000004,0.40360000000000007,0.41871
