av_0,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,av_9,total runs average rewards,cum_0,cum_1,cum_2,cum_3,cum_4,cum_5,cum_6,cum_7,cum_8,cum_9,total runs cum rewards
,,,,,,,,,,,,,,,,,,,,,
0.0414,0.0379,0.0418,0.0387,0.035,0.0363,0.042,0.0412,0.038,0.04,0.03923,0.0414,0.0379,0.0418,0.0387,0.035,0.0363,0.042,0.0412,0.038,0.04,0.03923
0.0396,0.03855,0.04065,0.0365,0.0372,0.0378,0.0395,0.0403,0.03715,0.03945,0.038669999999999996,0.07919999999999999,0.0771,0.0813,0.073,0.0744,0.0756,0.079,0.0806,0.0743,0.0789,0.07733999999999999
0.03933333333333333,0.0383,0.039266666666666665,0.0375,0.037733333333333334,0.03886666666666667,0.039466666666666664,0.040633333333333334,0.0374,0.03956666666666667,0.03880666666666667,0.118,0.1149,0.11779999999999999,0.11249999999999999,0.1132,0.11660000000000001,0.1184,0.12190000000000001,0.11220000000000001,0.1187,0.11642000000000001
0.038725,0.038625,0.0388,0.037375,0.037875,0.03815,0.038725,0.039825,0.037525,0.039475,0.038509999999999996,0.15489999999999998,0.1545,0.1552,0.1495,0.1515,0.1526,0.1549,0.1593,0.1501,0.15789999999999998,0.15403999999999998
0.0389,0.03916,0.03894,0.03696,0.03892,0.0379,0.03926,0.03912,0.03744,0.03968,0.038628,0.19449999999999998,0.1958,0.1947,0.1848,0.1946,0.1895,0.1963,0.1956,0.1872,0.1984,0.19313999999999998
0.03913333333333333,0.039,0.038733333333333335,0.037233333333333334,0.03863333333333333,0.0376,0.0392,0.039066666666666666,0.03738333333333333,0.0397,0.03856833333333333,0.23479999999999998,0.23399999999999999,0.2324,0.2234,0.2318,0.2256,0.2352,0.2344,0.2243,0.2382,0.23141000000000003
0.038771428571428575,0.03882857142857143,0.03862857142857143,0.03775714285714286,0.03872857142857143,0.03805714285714286,0.03951428571428572,0.03892857142857143,0.03717142857142857,0.039714285714285716,0.03861,0.2714,0.2718,0.2704,0.2643,0.2711,0.26639999999999997,0.2766,0.2725,0.2602,0.278,0.27026999999999995
0.038975,0.03855,0.0384,0.0378625,0.0387,0.0384,0.039675,0.039325,0.03735,0.039225,0.03864625,0.31179999999999997,0.3084,0.3072,0.3029,0.3096,0.3072,0.3174,0.3146,0.2988,0.3138,0.30917
0.03894444444444444,0.0385,0.038233333333333334,0.03818888888888889,0.038622222222222224,0.03827777777777778,0.03927777777777778,0.03911111111111111,0.037455555555555554,0.03897777777777778,0.038558888888888886,0.3505,0.34650000000000003,0.34409999999999996,0.3437,0.34759999999999996,0.3445,0.35350000000000004,0.352,0.3371,0.3508,0.34703
0.03924,0.03866,0.03828,0.0383,0.03883,0.03885,0.03962,0.03898,0.03737,0.03891,0.038704,0.39239999999999997,0.38660000000000005,0.3828,0.383,0.3883,0.38849999999999996,0.39620000000000005,0.3898,0.37370000000000003,0.3891,0.38704
0.03895454545454546,0.038618181818181815,0.03805454545454545,0.03781818181818182,0.0392,0.038654545454545455,0.039654545454545456,0.03860909090909091,0.0373,0.03909090909090909,0.038595454545454544,0.4285,0.42480000000000007,0.41859999999999997,0.41600000000000004,0.43119999999999997,0.42519999999999997,0.43620000000000003,0.42469999999999997,0.41030000000000005,0.43,0.42455
0.03886666666666667,0.038516666666666664,0.038158333333333336,0.03775833333333333,0.03915,0.038358333333333335,0.039483333333333336,0.038441666666666666,0.037325,0.03888333333333333,0.03849416666666666,0.4664,0.46220000000000006,0.4579,0.45310000000000006,0.4698,0.4603,0.47380000000000005,0.4613,0.4479000000000001,0.4666,0.46193
0.03886923076923077,0.03853076923076923,0.038215384615384616,0.037715384615384616,0.03910769230769231,0.03851538461538462,0.039415384615384616,0.03833846153846154,0.03756923076923077,0.0387,0.038497692307692316,0.5053,0.5009,0.49679999999999996,0.49030000000000007,0.5084,0.5007,0.5124000000000001,0.4984,0.48840000000000006,0.5031,0.5004700000000001
0.038714285714285715,0.038664285714285714,0.038207142857142856,0.03781428571428572,0.03904285714285714,0.03850714285714286,0.03945,0.038342857142857144,0.0378,0.038657142857142855,0.03851999999999999,0.5419999999999999,0.5413,0.5348999999999999,0.5294000000000001,0.5466,0.5391,0.5523000000000001,0.5368,0.5292000000000001,0.5412,0.53928
0.03858,0.03862666666666666,0.038053333333333335,0.03796666666666667,0.038946666666666664,0.038413333333333334,0.03918,0.03848666666666667,0.03788,0.03862,0.03847533333333333,0.5786999999999999,0.5794,0.5708,0.5695000000000001,0.5841999999999999,0.5762,0.5877000000000001,0.5773,0.5682000000000001,0.5793,0.57713
0.0384625,0.038525,0.03819375,0.03811875,0.03890625,0.03838125,0.03898125,0.03851875,0.038025,0.03835,0.03844625,0.6153999999999998,0.6164000000000001,0.6111,0.6099000000000001,0.6224999999999999,0.6141000000000001,0.6237000000000001,0.6163000000000001,0.6084000000000002,0.6136,0.61514
0.03858235294117647,0.03868823529411765,0.0382,0.03815294117647059,0.03877058823529412,0.038441176470588236,0.038788235294117644,0.03846470588235294,0.03811764705882353,0.038264705882352944,0.03844705882352941,0.6558999999999998,0.6577000000000001,0.6494,0.6486000000000001,0.6590999999999999,0.6535000000000001,0.6594000000000001,0.6539,0.6480000000000001,0.6505000000000001,0.6536000000000001
