av_0,av_1,av_2,av_3,av_4,av_5,av_6,av_7,av_8,av_9,total runs average rewards,cum_0,cum_1,cum_2,cum_3,cum_4,cum_5,cum_6,cum_7,cum_8,cum_9,total runs cum rewards
0.0412,0.0391,0.0395,0.0383,0.042,0.0412,0.037,0.0359,0.036,0.0379,0.03881,0.0412,0.0391,0.0395,0.0383,0.042,0.0412,0.037,0.0359,0.036,0.0379,0.03881
0.04425,0.0426,0.04065,0.04045,0.0405,0.0412,0.0396,0.03695,0.0378,0.04065,0.040465,0.0885,0.0852,0.0813,0.0809,0.081,0.0824,0.07919999999999999,0.0739,0.0756,0.08130000000000001,0.08093
0.044066666666666664,0.04326666666666667,0.040966666666666665,0.0415,0.04016666666666667,0.040266666666666666,0.0396,0.03716666666666667,0.0393,0.040766666666666666,0.040706666666666676,0.13219999999999998,0.1298,0.1229,0.1245,0.1205,0.12079999999999999,0.11879999999999999,0.11149999999999999,0.1179,0.12230000000000002,0.12212
0.043275,0.04385,0.0408,0.0426,0.039525,0.040675,0.03955,0.0388,0.039375,0.041225,0.040967500000000004,0.17309999999999998,0.1754,0.1632,0.1704,0.1581,0.16269999999999998,0.15819999999999998,0.1552,0.1575,0.16490000000000002,0.16387000000000002
0.04318,0.04374,0.04134,0.04276,0.03926,0.04064,0.0407,0.0395,0.03994,0.04134,0.04123999999999999,0.21589999999999998,0.2187,0.2067,0.2138,0.19629999999999997,0.2032,0.2035,0.1975,0.1997,0.20670000000000002,0.2062
0.04226666666666667,0.04385,0.042333333333333334,0.042916666666666665,0.03915,0.041,0.040916666666666664,0.04011666666666667,0.0405,0.04218333333333334,0.041523333333333336,0.2536,0.2631,0.254,0.2575,0.23489999999999997,0.246,0.2455,0.24070000000000003,0.243,0.2531,0.24913999999999997
0.04257142857142857,0.04377142857142857,0.042885714285714284,0.0433,0.03901428571428572,0.04065714285714286,0.04097142857142857,0.04057142857142857,0.04087142857142857,0.04271428571428571,0.04173285714285714,0.298,0.3064,0.3002,0.30310000000000004,0.27309999999999995,0.2846,0.2868,0.28400000000000003,0.2861,0.299,0.29213
0.042675,0.04395,0.043125,0.0435125,0.0389625,0.041575,0.0409625,0.041225,0.0411125,0.0432125,0.042031250000000006,0.3414,0.3516,0.34500000000000003,0.3481,0.3117,0.3326,0.3277,0.32980000000000004,0.3289,0.3457,0.33625000000000005
0.04257777777777778,0.04374444444444445,0.04357777777777778,0.04326666666666667,0.039066666666666666,0.0419,0.041155555555555556,0.04112222222222222,0.041688888888888886,0.04321111111111111,0.042131111111111105,0.3832,0.39370000000000005,0.39220000000000005,0.3894,0.35159999999999997,0.3771,0.3704,0.37010000000000004,0.37520000000000003,0.3889,0.37917999999999996
0.04264,0.04362,0.0434,0.04357,0.03919,0.04216,0.0416,0.0413,0.0416,0.04306,0.042213999999999995,0.4264,0.43620000000000003,0.43400000000000005,0.43570000000000003,0.39189999999999997,0.4216,0.41600000000000004,0.41300000000000003,0.41600000000000004,0.43060000000000004,0.4221399999999999
0.042963636363636364,0.04368181818181818,0.043272727272727275,0.04360909090909091,0.03958181818181818,0.042054545454545456,0.04196363636363636,0.04121818181818182,0.04121818181818182,0.0433,0.042286363636363636,0.4726,0.48050000000000004,0.47600000000000003,0.4797,0.43539999999999995,0.46259999999999996,0.4616,0.4534,0.4534,0.47630000000000006,0.46515000000000006
0.042866666666666664,0.043833333333333335,0.04328333333333333,0.04328333333333333,0.04000833333333333,0.04201666666666667,0.04198333333333333,0.04128333333333333,0.04140833333333333,0.043408333333333333,0.0423375,0.5144,0.526,0.5194000000000001,0.5194,0.48009999999999997,0.5042,0.5038,0.4954,0.4969,0.5209,0.5080500000000001
0.04285384615384615,0.0439,0.04343846153846154,0.043,0.040238461538461535,0.04203846153846154,0.041984615384615384,0.0415,0.04141538461538462,0.043607692307692306,0.04239769230769231,0.5570999999999999,0.5707,0.5647000000000001,0.5589999999999999,0.5231,0.5465,0.5458000000000001,0.5395,0.5384,0.5669000000000001,0.5511700000000002
0.042942857142857144,0.043957142857142854,0.04345,0.043057142857142856,0.04067857142857143,0.04214285714285714,0.04185714285714286,0.04175,0.041542857142857145,0.04352142857142857,0.04249000000000001,0.6012,0.6154,0.6083000000000001,0.6027999999999999,0.5695,0.59,0.5860000000000001,0.5845,0.5816,0.6093000000000001,0.5948599999999999
0.043013333333333334,0.04386,0.04337333333333333,0.0431,0.04058666666666667,0.04202,0.042026666666666664,0.04189333333333333,0.041646666666666665,0.04372,0.042524,0.6452,0.6578999999999999,0.6506000000000001,0.6464999999999999,0.6088,0.6303,0.6304000000000001,0.6284000000000001,0.6247,0.6558,0.6378600000000001
0.04306875,0.044,0.04341875,0.043075,0.0408125,0.0423,0.0419875,0.042325,0.041675,0.04355,0.04262125,0.6891,0.704,0.6947000000000001,0.6891999999999998,0.653,0.6768,0.6718000000000001,0.6772,0.6668000000000001,0.6968000000000001,0.68194
0.04291764705882353,0.04399411764705882,0.0433,0.04298823529411765,0.041070588235294116,0.04214117647058824,0.04218235294117647,0.04235882352941176,0.041829411764705886,0.043523529411764704,0.042630588235294115,0.7296,0.7479,0.7361000000000001,0.7307999999999998,0.6982,0.7163999999999999,0.7171000000000001,0.7201000000000001,0.7111000000000001,0.7399000000000001,0.7247200000000001
0.042944444444444445,0.04424444444444445,0.0432,0.043005555555555554,0.04102777777777778,0.042194444444444444,0.04203888888888889,0.04262777777777778,0.04189444444444444,0.04342777777777778,0.042660555555555556,0.773,0.7964,0.7776000000000001,0.7740999999999998,0.7385,0.7595,0.7567,0.7673000000000001,0.7541000000000001,0.7817000000000001,0.7678900000000001
0.042994736842105266,0.044326315789473686,0.04333157894736842,0.043063157894736845,0.0413,0.04225263157894737,0.04196315789473684,0.042694736842105264,0.042,0.04331578947368421,0.04272421052631579,0.8169000000000001,0.8422,0.8233,0.8181999999999998,0.7847000000000001,0.8028,0.7973,0.8112000000000001,0.7980000000000002,0.8230000000000001,0.8117599999999999
0.04303,0.04419,0.043285,0.04296,0.04154,0.04222,0.042025,0.04276,0.042155,0.043575,0.042774,0.8606,0.8837999999999999,0.8657,0.8591999999999999,0.8308000000000001,0.8443999999999999,0.8405,0.8552000000000002,0.8431000000000002,0.8715,0.85548
0.04287619047619048,0.044185714285714286,0.04321904761904762,0.04308571428571428,0.041666666666666664,0.04236190476190476,0.04218095238095238,0.04280952380952381,0.042261904761904764,0.04369523809523809,0.042834285714285714,0.9004000000000001,0.9279,0.9076000000000001,0.9047999999999998,0.8750000000000001,0.8896,0.8858,0.8990000000000001,0.8875000000000002,0.9176000000000001,0.8995200000000001
0.042768181818181816,0.04412272727272727,0.043254545454545455,0.04312272727272727,0.04185,0.04257727272727273,0.04215909090909091,0.04281818181818182,0.042295454545454546,0.04363181818181818,0.042859999999999995,0.9409000000000001,0.9706999999999999,0.9516000000000001,0.9486999999999999,0.9207000000000001,0.9367,0.9275,0.9420000000000002,0.9305000000000002,0.9599000000000001,0.94292
0.04289565217391304,0.04408260869565218,0.04316521739130435,0.04314347826086957,0.0421,0.04263913043478261,0.04233043478260869,0.042830434782608694,0.042304347826086955,0.04356086956521739,0.04290521739130434,0.9866,1.0138999999999998,0.9928000000000001,0.9922999999999998,0.9683,0.9807,0.9736,0.9851000000000002,0.9730000000000002,1.0019,0.9868199999999998
0.0428875,0.04415,0.0430375,0.04307916666666667,0.04228333333333333,0.042775,0.04249583333333333,0.04294166666666667,0.042175,0.0435125,0.04293375000000001,1.0293,1.0595999999999999,1.0329000000000002,1.0338999999999998,1.0148000000000001,1.0266,1.0199,1.0306000000000002,1.0122000000000002,1.0443,1.03041
